building_id,hauteur_m
ACT_38c31dc6-2982-45cd-98b6-dcad401c98f0,8.556
ACT_38d5efae-8760-4c25-b972-c5125ce56208,4.99
ACT_395fec92-4629-45de-b36e-5c18e4ac459d,9.596
ACT_39796c34-145b-4c67-ace4-bc756d73f1c3,5.832
ACT_3995b7da-aa9c-4372-bf3b-7bc96143f8dc,6.639
ACT_39c0220f-84cb-483f-88ba-c64f0ccee318,4.485
ACT_3a43df93-f089-48b7-9737-83f5669be626,9.918
ACT_3a9132c9-0213-44e6-9341-17449915e756,7.963
ACT_3af796b9-de50-416a-8e26-159789ce1fb8,6.747
ACT_3b1d42e5-895d-473e-bfea-1f5ccf30661b,5.339
ACT_3b613f1e-928e-447f-aa6d-f0b9a9e936d4,6.089
ACT_3b76706e-881e-4377-a62d-6709863cd53f,12.152
ACT_3b7d4a7c-492f-4a06-ba34-af4b14b97e93,10.402
ACT_3b9565e3-ed0d-42b9-89b5-c4d6d40aeb4f,12.883
ACT_3c0aa720-7a2e-4514-bb13-bc296c75c034,10.225
ACT_3c13d7d5-8429-4bbc-941d-ba1e027bddcc,9.088
ACT_3c56ccc7-b812-43ce-a2db-829d1c6520f8,11.42
ACT_3cd990d2-dfb2-47ec-8b68-474d7c092ba7,8.874
ACT_3d2b28e4-3f50-4688-840a-9c4db8fb404e,12.318
ACT_3d637159-fa2f-4c81-9695-ec8e9431f8ba,8.945
ACT_3d874c85-5b4e-45a8-a1b0-e6ac592d8d83,10.093
ACT_3d984306-a287-4556-922a-dac8cca56ac4,2.977
ACT_3da81333-8743-4be5-9f68-8137e66200a9,9.246
ACT_3db525e6-6398-4485-aa5e-0f405672d291,8.382
ACT_3de221b5-e7dd-41f8-9c76-fad8833d07db,10.371
ACT_3e2ad1e3-6256-4c3c-a7dd-7dd9d4189c6a,6.19
ACT_3e408b50-77bb-415d-947f-20de6489d617,3.27
ACT_3ec35258-f891-4a93-bec1-0e440159b6d4,10.36
ACT_3ec9fcb9-4165-44c9-9a0a-1f89ef6a6e39,7.2
ACT_3f8381c4-e075-40b6-ae65-7e69810679e7,6.714
ACT_3f9b189b-0ff4-4772-9050-4fbc27a2067f,9.748
ACT_3f9e0515-d60c-4284-81ed-6ef22aaaed58,9.25
ACT_3fc75d21-d411-4068-af4d-bd0751a19158,1.081
ACT_3fed5553-2910-4484-b197-fddb7445c7c5,5.914
ACT_3ff7d1af-306e-4b69-a4df-f06f0b837a9e,9.057
ACT_40582fb6-c13e-4b56-b393-db4864239708,4.136
ACT_40b20b11-0aad-4995-9f39-27ce080fba4e,3.403
ACT_40c807c2-5cc5-409e-8145-196e76620445,4.796
ACT_40fa4b91-fd97-49a1-a404-446833bec682,6.906
ACT_4194c38f-4d39-4cae-80e9-8bf657641512,13.723
ACT_41d0a09e-80cf-4d7f-9d5e-0cc828c5fe31,3.621
ACT_41d9a872-43b8-4dc8-ba40-142bc1dac565,12.565
ACT_41ded98a-5885-4070-903e-9092bfcbd396,10.774
ACT_41fc0cec-6b69-4a7c-834e-cea2f86994f5,11.322
ACT_4206a694-78c0-4658-9ae7-d1830b64871c,9.002
ACT_4219a17b-8a8d-4195-a147-7a08e952741f,11.532
ACT_4255d96c-9614-4440-9469-6c238c222145,10.561
ACT_429fe07a-4bba-4f33-8777-bfac7ec3b779,11.74
ACT_42b7c286-b393-4bf0-9334-e65bb1c6ffca,6.774
ACT_42f48dd0-796d-419e-876b-4e4863dde049,4.188
ACT_42f89104-8da3-4c67-b12e-bcc619fc2a3a,3.771
ACT_42fcbb99-5c62-4300-aa58-882c67ceeb30,11.65
ACT_42feed91-98d6-4b8f-b440-81217c1138aa,6.641
ACT_435012ea-91f6-479f-a55d-934731b88712,12.476
ACT_436bd094-7459-40a0-ab36-5202aba0d194,3.677
ACT_43782e93-0f9e-45ea-845c-cad3182dd9b7,12.007
ACT_4388c7c8-967c-4251-aeed-1940439a3d8a,9.326
ACT_4407b48a-48f7-4c00-80a7-40e5f4d35de7,9.223
ACT_44260f8c-6c95-490c-adb0-b3fa98163a7d,9.07
ACT_44ba65c2-1a72-4932-9abb-41afd596e05c,9.616
ACT_4531cb06-8396-4748-bb2f-1b56778330f1,8.299
ACT_4536feb1-2548-4f11-a684-9be5eca35f00,16.576
ACT_4544a3a7-156c-4014-b0ea-cc5d52c6e6e0,8.504
ACT_456762ab-fc1d-45d1-b26e-03e9bd726781,8.642
ACT_45a9d13b-bc6f-46e7-8b99-ce3b8998f6b1,4.019
ACT_4609ea20-8c97-4bfe-8cb1-0b989534dc9d,2.434
ACT_462d5126-9381-4fe4-bf34-7c4fc55297dd,11.429
ACT_467c3367-c6d7-423d-88cf-a420d90ef263,3.623
ACT_46a1ad09-3bb9-41fb-b353-e91ce89e73fd,12.1
ACT_46a9d6a8-4208-4dc2-b815-6cda0e46f639,4.325
ACT_46c2b692-fe15-4ee1-ba86-c124acef18a4,3.425
ACT_46ed784b-366f-4ec1-941a-ff298ce1bbb3,5.368
ACT_470fd32b-92db-41f5-91b6-305629444b1b,6.272
ACT_472f89e6-4346-4be0-b2a2-f2b1ee4331c4,4.837
ACT_473b6eaf-ec00-4e9c-b972-f0dce022d2c8,11.784
ACT_478c8b24-7b47-410f-bfb1-6501644cee4a,8.552
ACT_47bd0c63-ec3c-4ca9-8cae-73988b72ae1a,11.081
ACT_4806c690-ce92-4ca1-b079-e11e36c85ba7,10.703
ACT_4847e4c8-9514-4ed6-a270-74cb302ce44d,2.491
ACT_484f0866-cba0-4eea-914c-8e5ced155d6b,2.93
ACT_491a454e-d2cc-40da-a945-4049aee5523c,10.692
ACT_491cf0a1-3c2d-4503-8567-552805163280,11.846
ACT_491eaa75-52e5-47da-8fa5-6d3fe6d54527,9.776
ACT_493a2425-6648-4ea5-8534-98c948e03a58,8.837
ACT_49804c70-89d8-42cd-bf73-219167595819,8.041
ACT_4996c96e-719a-4c54-a73e-46b2cd03845b,11.365
ACT_49d2a600-b70a-479c-9de7-c923f079c41c,9.511
ACT_49f64efa-435c-44d5-ad8d-201a75eca0d4,8.005
ACT_4a82a47c-0267-4fe0-81a2-1ddcea624200,4.359
ACT_4aa74cb9-a13d-45b2-aa55-ccbe47d209f9,9.444
ACT_4adbb95a-97f4-4da1-b924-4bcba004f8c1,9.54
ACT_4adc51cd-7f53-4d1e-b3d7-2f69d27d8fc0,10.941
ACT_4b599beb-fc81-46a8-b56c-f37e406b657e,8.587
ACT_4b63d050-6d51-4f8c-b874-9b00b1e2deb2,3.297
ACT_4b787648-fdba-47cf-acb6-3fb69a8abf6f,8.716
ACT_4b9c8d70-7591-4c25-913e-e18778c26afa,11.644
ACT_4bb6567c-9235-46fc-a5f7-39d836d83b31,11.23
ACT_4bc9b221-2cc4-41f6-94de-da8111468d51,8.817
ACT_4bcd0950-8119-4107-a885-822d6a15dfcd,8.83
ACT_4c2136b5-a7ec-419f-bb34-80877d4b151e,11.617
ACT_4c3b53a3-c86e-40c0-85d2-52c469196c7c,6.169
ACT_4c531ca0-f1e1-433a-9c83-0e16d0f4df99,12.467
ACT_4c545d48-ac67-42b1-b352-576796c50b2a,7.621
ACT_4c8101fb-2478-45d1-a519-57277360a400,10.738
ACT_4cdfd5c6-b0cf-44e1-a526-1fb9331771d3,10.857
ACT_4d6008bf-ead8-40f2-8ec8-86166b0a883d,6.662
ACT_4d916a9b-e218-4474-9b7c-11dab67bbe11,2.936
ACT_4de6a642-c200-4f62-8fe4-c02e54dfcf80,3.017
ACT_4dfe04cb-a57c-4309-ae37-0aad7634f1e0,10.875
ACT_4e770e01-b773-4711-bc9f-d0bf2f56c4e1,7.851
ACT_4e97b007-1ad2-47a6-b49b-22478c1e57f6,6.254
ACT_4ead0445-82a4-4276-a139-7857e20b9fa6,8.579
ACT_4ebcbd05-4be4-4c04-9f07-d1df439da694,7.355
ACT_4ef34ee5-52d7-41c4-9275-2198309f0cee,10.892
ACT_4f41977e-2f68-4947-b9a6-36ba4a529192,11.643
ACT_4f446c11-a1e4-433d-a2b3-c1308c61b366,12.383
ACT_4f6415d2-927b-4cfb-a61a-01fe25d22a92,9.588
ACT_4f68f312-45e2-4a4b-be9c-beba647bc42b,12.72
ACT_4fcfa7b6-85d0-4e8a-a3a4-ec742fa8a761,9.295
ACT_4fd7354e-8854-4eac-b419-a200fd02bf63,4.284
ACT_4fda23c5-e80c-442a-9567-1917bd4bd5e8,10.654
ACT_500139e5-315a-4d0c-951b-1874f60acfef,6.553
ACT_500688b5-186c-42f0-a898-879ccfad6cc5,3.701
ACT_507bb956-0b67-477e-a8c1-1f38792453cc,3.451
ACT_50d81496-ee6f-41ac-aae5-7546e9f20b69,9.248
ACT_51126a83-aa0f-4e7f-b5e4-097bf2c45f72,6.395
ACT_5163654b-fdca-44af-90e1-18b65506a9aa,13.354
ACT_51736f68-9e9a-492e-af4b-0d66bfd429e1,8.214
ACT_518463ea-58e0-408f-8735-f139be27c35a,7.712
ACT_51b96abc-6e36-40c0-86c4-9336760cc45c,9.451
ACT_51da2827-0ceb-4ae0-81b3-45ebd951d5ac,10.496
ACT_51e0fa55-279d-44b7-a37e-e6a3847569f6,6.547
ACT_51fd5399-b654-490b-9a9b-986022c3e152,12.449
ACT_5214d747-d02d-4e0a-b0e4-e9f202b9c2da,9.674
ACT_525e32c6-f498-4e6d-9b9a-d9ae1cace6f0,4.557
ACT_5281a3cd-b916-492e-bd8a-fa8dda50fb79,10.098
ACT_52900be8-5936-41ba-8e95-99339d53c5e6,14.508
ACT_52d360fa-7a11-4ca6-8c14-51fe286b0541,9.695
ACT_533fdc42-5355-4f97-a9dd-cce09fd2c557,10.089
ACT_5342f8ad-a4fa-4460-aff8-5ff59e283481,11.587
ACT_534f0720-fd5d-4af0-bcf7-9f9678ffbab9,8.819
ACT_536c556e-c84d-4699-9c7c-686c3408402b,10.108
ACT_53a07e50-28e1-42d1-b381-b020bc298da1,7.599
ACT_53a09c83-aa1e-4fd3-9d4a-cc43eefa135b,3.43
ACT_53b400fd-47a1-4c0f-9597-a1601061cacd,9.327
ACT_53b41154-084b-44e4-ad01-8d5098ae50d1,10.017
ACT_53c04c82-a25e-4947-867d-8499f0d9cf40,3.544
ACT_543270aa-2d40-474e-820c-6137c7c1198b,7.396
ACT_54345578-a53d-4043-85a0-91453d51759f,2.718
ACT_5449b910-9ce3-43ea-b10b-7a1a6d8c880e,3.914
ACT_544b0d9e-f1a5-46e4-a1a2-aabb76a57dcf,9.46
ACT_5499cacf-97bd-4d79-bae8-6fd4d6cb9798,6.147
ACT_54c17de3-17e6-4687-ab8b-d24e3f5e48f1,11.491
ACT_5500e719-1bca-43ae-b27f-77a520cbaa68,12.862
ACT_5506ecf8-c15a-4e2a-b9eb-65bb749c2408,10.306
ACT_5507937f-6106-44c3-83bd-58506b4109fa,9.836
ACT_550df1f1-4920-4df4-a2a5-909313ded49b,4.274
ACT_553f67da-b128-4b1b-9c6f-a86f64501eba,9.553
ACT_559047df-6ba8-4bfc-bb63-755d844901b3,3.922
ACT_559a9224-955a-4191-b80b-40e2ccb26fee,12.327
ACT_55b294a9-4cbb-4301-87ef-ce010b0532f6,3.716
ACT_55c03c62-3f6e-403a-ac1f-a55913d68464,8.491
ACT_55f6bdc1-37b7-4f18-914b-dcc0d11c88a0,10.697
ACT_5608f043-96d6-43dc-9cf0-0b0cd09eeddd,12.469
ACT_561f88fc-1944-4808-9554-6381450d770a,6.834
ACT_562fa53d-0207-4512-bc88-4bdce97d6579,3.445
ACT_56491ef6-1df8-411a-b58b-50f95063d86a,10.632
ACT_5657029a-a883-4fd6-8125-76f55da0e5f5,9.569
ACT_565c3136-7c5b-40ce-8858-6004c8789a1e,7.431
ACT_56e431fd-8e76-4072-942c-56dc191b4ee5,3.392
ACT_56ff330e-7cbd-453f-b4b9-c78e16fbb612,8.105
ACT_5731ce25-8118-4cb2-8720-2ad07ee0cf96,12.725
ACT_573463dd-089d-4649-ae87-2638b83e787b,10.527
ACT_575390ed-b28a-4eeb-b551-049dfe79fba6,4.645
ACT_578664a8-50a5-461f-8782-f7140bc49999,9.33
ACT_579272f8-6503-4050-b533-7ca01af2dcbe,5.327
ACT_579a7f71-653c-4461-a5dd-8398d3a170c7,10.215
ACT_580d5540-284c-4b5d-8a5e-05078d288f34,11.941
ACT_583f7aff-cf65-44c6-b3cf-e2938ae9ed1b,9.645
ACT_5847e1b6-b16a-4151-becd-5b0e6da08ba3,9.312
ACT_5855a8c5-7659-4477-b7de-14b09705de92,10.571
ACT_58897bf4-fe51-4ee4-b101-6c4c99501b70,7.283
ACT_58f1c955-7d1a-4c42-ac1c-b385106614fd,8.375
ACT_58fd725a-093c-4dcc-8f32-ce2be3091771,10.094
ACT_5905e4b7-1b3d-4633-ab9a-98d163b566a2,12.441
ACT_59160c1e-0d4f-42f4-800e-0d29f888ded6,10.864
ACT_5937e5b6-46a8-4041-87af-558f020ae682,10.348
ACT_596abec0-cd29-40cf-838f-061a16f1277f,10.374
ACT_5972948d-fe83-4b35-9770-3896bf1ea5e9,4.065
ACT_59b623bd-dd01-49a7-8faa-92d56a3c4c1e,8.948
ACT_5a157f22-0e63-41bc-bb3c-1a03e7cb24b6,9.833
ACT_5a2d64be-f092-41c8-86ad-9da647188ecb,6.844
ACT_5a5b691e-9f61-459a-814c-595af15a21a6,12.675
ACT_5a6eb764-9d13-4e92-8d66-545fd2dc4bcc,9.837
ACT_5a856226-6ea4-481e-b302-eb6244c55f4b,4.78
ACT_5a8b8194-71ca-4507-b701-712ac39c1baf,11.377
ACT_5b0ec2b8-c5c7-4125-8ccf-6e32d5b898b2,9.919
ACT_5b372712-e5b1-481c-b7eb-a0b15512df90,3.394
ACT_5b48cbe7-b4e7-4fb4-8268-95c8457e9915,10.69
ACT_5b619897-d827-4810-8768-2307a8bc26db,12.006
ACT_5bb45cf4-2bc6-4b0c-8af3-fedc070ee781,11.599
ACT_5be616d2-7268-4888-a7d4-03413269f019,3.896
ACT_5c1a806a-6036-40cc-9839-2c79a6b829f3,3.47
ACT_5c2b9056-ff6e-4c27-ba8a-3b25341c5a72,10.299
ACT_5c34a3fc-c310-48b5-a6f6-f83f158169e0,3.498
ACT_5c767a12-1608-461f-86ba-a19de9816c8d,8.833
ACT_5c7c21d4-65eb-41ea-8db4-199e30ef0067,9.138
ACT_5c88a0eb-535c-42f3-9547-415b37275b9f,9.946
ACT_5c935a10-03e6-4c1a-b450-a040d3168e14,4.609
ACT_5ca55f07-48bc-4a3b-87ad-013774ed4dc2,14.228
ACT_5ca9c99e-e121-41f3-87f2-47fe0d1da7fe,9.338
ACT_5cec41c0-8796-4e25-8c16-8973204f4690,4.034
ACT_5d2e2d86-6ed3-4099-9aff-51aab7601dfa,3.439
ACT_5d6f34a1-2a71-4439-843d-21bdfe671e20,10.19
ACT_5d827d5a-118d-4439-8c66-a1635c250f98,10.149
ACT_5d8d0c3a-bca6-4bb2-a4dc-964a39aa5591,4.064
ACT_5e29db44-aad5-4921-ab72-b38e932df301,8.659
ACT_5e2a83ed-86fc-4862-b522-131470536475,24.537
ACT_5e814855-c593-4619-8eec-cd3dcf423be6,6.91
ACT_5e8ae6a6-d1e8-4cee-93b4-5dedea82ccd0,12.338
ACT_5e9c1365-bf54-4e37-a7b5-5d607fe9c768,3.566
ACT_5efe96d3-d38e-4e18-9b5d-08f26372440b,11.464
ACT_5f3f2e1b-b488-4600-afb6-de10499da3bb,4.268
ACT_5f5621cb-cfec-4507-a12d-067405df7ebb,4.207
ACT_5f597a03-aef6-439c-91b8-a1eab6f16361,10.698
ACT_5fdde0b9-0110-4c65-b1af-fcde941a5f22,8.508
ACT_6030706c-78e8-4217-800c-bd2297d0ecb1,4.571
ACT_60331385-35cd-4877-88f7-48634e7b6d0a,7.786
ACT_60b08a7f-adef-4459-885b-8f69f3f6d254,8.134
ACT_60ba7b61-6206-4e4a-961e-2ab402858e57,9.827
ACT_60c7ebe2-8619-4f2e-a4ff-f62b75035263,11.129
ACT_6103696f-7032-4de7-b12c-43e42a9ba001,9.041
ACT_615ee997-bbe3-44f1-b5ba-676569d6510d,7.139
ACT_61e8d02b-3f9e-43dc-9401-b72529209721,3.599
ACT_61f574a2-ae81-4265-974f-19644cdb9a9b,6.525
ACT_621a77e9-c9c3-445a-b2a9-b30580f7cd70,9.837
ACT_6237ca77-1189-4dd8-b43c-ac16349738cd,10.427
ACT_623e4f4e-f363-4d8b-822b-be4b336e8ec3,10.935
ACT_62878f02-276d-48a8-850a-bd3a37e82840,8.932
ACT_628d9acb-bf41-4fc7-a5b9-d7acb9959321,7.371
ACT_62974ba5-9a6e-4347-b425-38020e7f21ad,3.412
ACT_62adc1f0-6ff5-469d-9fa5-d85ef3f84e1e,3.422
ACT_62b0483b-b121-4f22-ba75-31fe276d5187,11.273
ACT_62ebc3cd-1021-41f2-9e64-3c99ea67739e,8.51
ACT_6303d0a9-b0ff-4564-a33b-c989d1c1443a,8.87
ACT_639eb931-3d96-403f-a09a-3fc09c4eead0,7.862
ACT_63bf497b-5a3e-4aed-8ee0-3dad4c889a05,4.219
ACT_63d36313-acfc-47b8-8468-d1fb6b62f0d2,10.476
ACT_63dccfa9-0f14-4c74-adb2-7abdd8253d28,5.559
ACT_64098f4b-2127-4150-aca5-6cd28b410b5b,11.953
ACT_64153331-a0be-4efb-890c-334bc52db1f8,10.357
ACT_6423763d-3665-468e-bd3a-a3361ad322c9,4.137
ACT_6437e903-3844-4642-9f93-ff94dfc8c935,3.323
ACT_64bdba53-e539-48a5-9c18-e4b048e95acd,7.26
ACT_64d6bf70-379a-4860-ace7-56f0d02ed652,10.428
ACT_651638f7-5f88-471a-b782-8619d38d61f8,10.161
ACT_655680c4-09a6-44a6-8480-2acb81bb590e,10.734
ACT_659654de-708c-46f4-bc5d-43d63799997d,8.076
ACT_65c170c0-1e36-47d4-8331-f4b431fe0250,8.937
ACT_65d2b545-6ccf-4d0b-b541-96aca1dc3e87,13.133
ACT_65fab69e-db3d-4fa4-9176-42afa7f6ee73,3.554
ACT_6627459b-1f45-4398-90d4-9537bda1e534,9.644
ACT_66e61158-9cb5-4868-842a-e3cde3c28bdd,10.566
ACT_6701b925-6b15-4104-bcd0-189e22abaf4d,8.717
ACT_6711fbe3-39ee-4bd0-b9e7-60f334306fdf,10.297
ACT_675f77d1-1a92-40e4-8a8d-80029fb505dc,10.992
ACT_67730cfb-d684-41f1-819d-fc5978de626a,13.848
ACT_67bfe6b0-91fd-4990-8b34-231ecb508aa0,8.352
ACT_67c16e5c-999b-4bc5-a1de-0b916ab6e0ac,12.849
ACT_67d5898c-d28d-48c9-82e9-8c9f033f8e93,4.464
ACT_67fd3f8f-f1ca-49ac-943b-97e79ea3e1d7,12.291
ACT_68175001-60e0-4edd-a8ba-a0303174cb79,3.401
ACT_685e2e5a-fd77-4e40-a04b-ded87bce5ef6,11.875
ACT_68606f0a-5aa2-4680-af25-4213264f8fc6,11.071
ACT_688f27ba-1061-4416-9f43-b4f31892681e,8.862
ACT_68aa55c0-bd47-49aa-8880-a85ac0e2b6a5,12.78
ACT_68d6ce75-0f92-451c-a6d1-39cf1b6ce37d,8.636
ACT_68d80c94-fa87-4dcb-9121-6a9c07f7de2e,11.395
ACT_6917f010-6210-4f5e-abed-da085446327c,9.325
ACT_693b9afc-a466-4e38-8570-3b8312a005b6,10.22
ACT_6955e180-7d5a-4e45-985f-047f463bc3ba,5.594
ACT_69c38359-7c2b-4edc-90cf-6ae0ee354693,11.332
ACT_69fe111c-0d2b-46a3-b918-d4c97cba7abe,9.625
ACT_6a0d07ae-ef13-4c3e-a06f-b773faeca887,8.148
ACT_6a35660e-c8c1-4d87-a924-ddc68b2b95b8,9.151
ACT_6a3c2201-e44e-46ba-bb7f-e2210bd35257,3.692
ACT_6af6e6b0-fef5-44c5-8972-4eae252be19a,10.681
ACT_6afebd92-67a0-4ffb-a0b7-c19729e1ec38,7.371
ACT_6b066d9a-42dd-4df2-805b-959f8852586c,8.315
ACT_6b29b7a8-5ff1-440b-a871-f42520ec87bc,10.444
ACT_6b670443-29eb-4fc5-8dd3-91849eb26035,12.293
ACT_6b93e663-cc2d-4c98-b212-a9717795d2a6,10.687
ACT_6bbbea80-ab68-4dcc-b0e4-a2f21b36b2fd,13.15
ACT_6bc1c36b-349f-49f5-a7a8-2e3929b0436a,9.365
ACT_6c1f804e-96ef-4055-8a78-20ac6c76bb21,10.907
ACT_6c214b58-aeea-451d-b316-757beec761f7,9.058
ACT_6c48705b-8171-4865-af79-4fb870757c06,10.449
ACT_6d187e14-7457-4873-9d74-9542c758f92c,9.87
ACT_6d347f0f-6f25-4833-bc7c-3855d9fa24f0,9.542
ACT_6d3701f7-4a53-417c-8b0a-b8f798aa868c,3.711
ACT_6d660fd3-fe85-4243-9fab-79656be74714,6.566
ACT_6d91de25-3630-4d32-97cf-c5241b6f01a5,9.541
ACT_6dfd1c35-296e-4dce-b853-db193e25fa34,13.256
ACT_6e12e0e2-b622-4f2b-b5f2-92d5966736e9,11.203
ACT_6e19a4a8-560b-497a-ae14-309d5e8a6c34,3.96
ACT_6e24a933-c31b-4b4d-ab5f-67431385a693,11.292
ACT_6e32ed4e-5d05-4967-9a16-7e4e33dbd991,9.73
ACT_6e3fe6e7-dd14-47ff-aa29-b1cfa6a25c75,15.471
ACT_6e4af8a4-291b-49db-8518-5827466f2045,8.477
ACT_6e6d8b9c-408e-41c4-b60f-c1dcc66a458d,9.422
ACT_6e6f2c43-6771-46f9-8ae5-97e6c68262c1,9.965
ACT_6e8ecca3-3d39-436d-83aa-a6874941a779,12.506
ACT_6eb4ffdf-5c74-4800-a5da-70b010015c04,3.241
ACT_6f3d9cf8-6a85-4817-8fb7-80855aa9d2cd,9.331
ACT_6f47733d-608d-4096-afc7-9442424b9309,3.741
ACT_6f4dd609-df25-4701-bcbc-d98e3d03f799,3.07
ACT_6fb0b189-db59-403e-a10f-8fccf8d9bcd1,10.396
ACT_6ffab4e1-eaa4-4961-bd43-b150e36c6484,11.295
ACT_70713ab4-d923-4cf2-97df-ab940ceae7b3,3.9
ACT_707bc7d0-343b-4e02-894a-fece3ac7ec37,11.67
ACT_709159f5-6d31-4332-a23a-d431e93fb688,3.825
ACT_709e3ff9-319c-40e2-9662-acd6ed03737f,11.556
ACT_70a98e33-1396-4cd2-90fd-fa28e2dc3e82,11.714
ACT_70e1eb65-cae2-42fb-98ef-d4ed6831ee43,12.64
ACT_7101a308-3e39-4d0c-bb91-97319e1e186a,11.365
ACT_7120d8d0-a6ff-453c-b37b-cc2b2b2bd836,9.53
ACT_7167fca0-d21a-4f91-8545-1382e8702473,6.805
ACT_71a60650-763a-4b69-99c5-eb8451d188ac,11.11
ACT_72389c74-0944-4594-82b1-4e3b83a213cc,9.48
ACT_7256c13f-417c-4641-b880-2d1beac632bb,4.619
ACT_726682aa-fd82-4336-9654-81a5523829ac,9.315
ACT_72a93612-ce87-454b-b390-207622be3234,9.358
ACT_72d1185e-aa8c-448c-aa7b-f0357f1a536e,9.442
ACT_72d83125-a017-42cd-8b0a-db2f3bb0989f,9.858
ACT_72dbfd46-04be-4cb1-acc1-3caeed3090f5,9.276
ACT_7346e798-51c3-4b22-a306-da61d05d5814,3.721
ACT_739f3d78-cc10-4771-bc3a-b44750a1360b,11.823
ACT_73ef0b78-4ba2-4931-a2b4-1f74d5b84bf3,3.455
ACT_7405a00e-a278-4cdd-b940-3cb89a3aefcc,6.296
ACT_74060726-3363-4de4-bdb3-ae0a2bc06e74,10.029
ACT_740ec236-cbda-455f-93c4-7ba82e1e5d71,10.444
ACT_743afa19-269b-4b47-88fc-cd25404c9364,3.731
ACT_746667e6-ffb0-4a0e-992c-b2628aa712b8,9.337
ACT_7485cdc3-f5d6-4a71-acf0-9459fb61eb3e,8.636
ACT_74ee3c0c-62a4-4a0f-8308-579215a27916,3.752
ACT_75052f95-d269-41f4-a0a4-9220f5d8f201,3.688
ACT_753a92cd-6fe5-4a0e-85d7-db17070b0ced,3.934
ACT_754acfc2-9cc2-4cd8-842d-f5f00e20b3fc,5.09
ACT_755be493-207e-47f9-8f2e-d7451df7eb32,11.443
ACT_758160fc-35b4-45f6-b1f0-e200e3707d55,2.458
ACT_75a2ad06-5f3e-4f36-9561-194236ce214e,11.087
ACT_75de2d12-53f1-4861-9f1f-dcc6650e9b3c,7.634
ACT_76378e74-f3d3-456d-9df2-8fb8ca89df76,6.911
ACT_76df9672-111e-4b0c-ab37-dd7036b3db82,9.483
ACT_771cc2aa-d7fb-4ff5-a90e-7be16858f76e,9.485
ACT_7762ad92-be57-4443-bd82-488ef97e7baf,12.891
ACT_7772b733-f4b4-4221-a7aa-d924b9ab39f4,7.884
ACT_777f3763-4ddb-4927-b921-12d819cd6bb0,2.933
ACT_77983f1d-e41b-4d44-a6c8-0967c5695cf1,10.618
ACT_77bb443f-b97e-493f-8c57-d078ea3d0924,9.307
ACT_77dca9dc-f79d-4280-aa4b-a0ea084bd6f1,7.998
ACT_78035fcc-dae8-4ee1-9fd4-16ea1c980a4c,5.394
ACT_7869ce11-f346-480f-b254-104ec44887f7,10.892
ACT_78bf098e-c5f6-420e-b9cd-db8892be3537,3.473
ACT_79299784-7f32-467e-a9c1-7a14830e6c5d,3.65
ACT_7942eb3b-3cc4-4858-83e4-598ef48a0e15,9.012
ACT_79991b60-2abc-49c5-81aa-8accfd750967,14.923
ACT_799d7c3d-7b52-45ae-a912-57def914bbc0,12.228
ACT_79fb9252-6e4e-44a8-80f5-20c033f4c318,8.116
ACT_7a1e6ed7-5c0c-4d11-bdce-1e02c7290941,11.442
ACT_7a280250-b57c-4ccf-90f3-44048b951639,11.437
ACT_7a31adf4-c76b-4ebd-b567-bfadb7537fbf,4.035
ACT_7a74fa19-db6d-4760-90f2-0367b89665a3,5.065
ACT_7a7bb3b1-84d1-4e2a-9e01-8ad9b5642141,5.803
ACT_7a92a81a-090a-422f-aad8-b006a00d5d96,4.222
ACT_7adb85f2-4b56-4d0a-ab3c-929cc661a0a9,8.867
